census_code,occupation_title,high_pd,any_pd,dwc,difficult
7960,"Drilling and boring machine tool setters, operators, and tenders, metal and plastic",0.0,1.0,1.0,1.0
8000,"Grinding, lapping, polishing, and buffing machine tool setters, operators, and tenders, metal and plastic",0.0,1.0,0.0,1.0
8010,"Lathe and turning machine tool setters, operators, and tenders, metal and plastic",0.0,1.0,1.0,1.0
8020,"Milling and planing machine setters, operators, and tenders, metal and plastic",0.0,1.0,0.0,1.0
8030,Machinists,0.0,1.0,1.0,1.0
8040,"Metal furnace operators, tenders, pourers, and casters",0.0,1.0,1.0,1.0
8060,"Model makers and patternmakers, metal and plastic",0.0,0.5,1.0,1.0
8100,"Molders and molding machine setters, operators, and tenders, metal and plastic",0.0,1.0,1.0,1.0
8120,"Multiple machine tool setters, operators, and tenders, metal and plastic",0.0,1.0,1.0,1.0
8130,Tool and die makers,0.0,1.0,1.0,1.0
8140,"Welding, soldering, and brazing workers",0.0,0.6666666666666666,0.6666666666666666,0.6666666666666666
8150,"Heat treating equipment setters, operators, and tenders, metal and plastic",0.0,1.0,1.0,1.0
8160,"Layout workers, metal and plastic",0.0,1.0,1.0,1.0
8200,"Plating and coating machine setters, operators, and tenders, metal and plastic",0.0,1.0,1.0,1.0
8210,"Tool grinders, filers, and sharpeners",0.0,1.0,1.0,1.0
8220,"Metal workers and plastic workers, all other",0.0,0.0,0.0,0.0
8250,Prepress technicians and workers,0.0,0.0,0.0,0.0
8255,Printing press operators,0.0,1.0,1.0,1.0
8256,Print binding and finishing workers,0.0,1.0,0.0,1.0
8300,Laundry and dry-cleaning workers,0.0,1.0,0.0,1.0
8310,"Pressers, textile, garment, and related materials",0.0,1.0,0.0,1.0
8320,Sewing machine operators,0.0,1.0,0.0,1.0
8330,Shoe and leather workers and repairers,0.0,0.0,0.0,0.0
8340,Shoe machine operators and tenders,1.0,1.0,0.0,1.0
8350,"Tailors, dressmakers, and sewers",0.0,1.0,0.0,1.0
8360,Textile bleaching and dyeing machine operators and tenders,0.0,1.0,0.0,1.0
8400,"Textile cutting machine setters, operators, and tenders",0.0,1.0,0.0,1.0
8410,"Textile knitting and weaving machine setters, operators, and tenders",0.0,1.0,1.0,1.0
8420,"Textile winding, twisting, and drawing out machine setters, operators, and tenders",0.0,1.0,1.0,1.0
8430,"Extruding and forming machine setters, operators, and tenders, synthetic and glass fibers",0.0,0.0,1.0,1.0
8440,Fabric and apparel patternmakers,0.0,0.0,0.0,0.0
8450,Upholsterers,0.0,1.0,0.0,1.0
8460,"Textile, apparel, and furnishings workers, all other",0.0,0.0,0.0,0.0
8500,Cabinetmakers and bench carpenters,0.0,1.0,1.0,1.0
8510,Furniture finishers,0.0,1.0,1.0,1.0
8520,"Model makers and patternmakers, wood",0.0,1.0,1.0,1.0
8530,"Sawing machine setters, operators, and tenders, wood",0.0,1.0,1.0,1.0
8540,"Woodworking machine setters, operators, and tenders, except sawing",0.0,1.0,1.0,1.0
8550,"Woodworkers, all other",0.0,0.0,0.0,0.0
8600,"Power plant operators, distributors, and dispatchers",0.0,0.0,0.3333333333333333,0.3333333333333333
8610,Stationary engineers and boiler operators,0.0,0.0,1.0,1.0
8620,Water and wastewater treatment plant and system operators,0.0,0.0,1.0,1.0
8630,Miscellaneous plant and system operators,0.0,0.05,0.9,0.9
8640,"Chemical processing machine setters, operators, and tenders",0.0,0.0,1.0,1.0
8650,"Crushing, grinding, polishing, mixing, and blending workers",0.0,0.6666666666666666,1.0,1.0
8710,Cutting workers,0.0,1.0,1.0,1.0
8720,"Extruding, forming, pressing, and compacting machine setters, operators, and tenders",0.0,1.0,1.0,1.0
8730,"Furnace, kiln, oven, drier, and kettle operators and tenders",0.0,1.0,1.0,1.0
8740,"Inspectors, testers, sorters, samplers, and weighers",0.0,0.0,1.0,1.0
8750,Jewelers and precious stone and metal workers,0.0,0.0,0.5,0.5
8760,"Medical, dental, and ophthalmic laboratory technicians",0.0,1.0,0.6666666666666666,1.0
8800,Packaging and filling machine operators and tenders,0.0,1.0,1.0,1.0
8810,Painting workers,0.3333333333333333,1.0,1.0,1.0
8830,Photographic process workers and processing machine operators,0.0,0.0,1.0,1.0
8840,Semiconductor processors,0.0,1.0,1.0,1.0
8850,Adhesive bonding machine operators and tenders,0.0,1.0,1.0,1.0
8860,"Cleaning, washing, and metal pickling equipment operators and tenders",0.0,1.0,1.0,1.0
8900,Cooling and freezing equipment operators and tenders,0.0,1.0,1.0,1.0
8910,Etchers and engravers,0.0,0.0,1.0,1.0
8920,"Molders, shapers, and casters, except metal and plastic",0.0,0.6,0.8,0.8
8930,"Paper goods machine setters, operators, and tenders",0.0,1.0,1.0,1.0
8940,Tire builders,1.0,1.0,1.0,1.0
8950,Helpers–production workers,0.0,1.0,1.0,1.0
8965,"Production workers, all other",0.0,0.5,0.5,0.5
9000,Supervisors of transportation and material moving workers,0.0,0.3333333333333333,0.6666666666666666,0.6666666666666666
9030,Aircraft pilots and flight engineers,0.5,0.5,1.0,1.0
9040,Air traffic controllers and airfield operations specialists,0.0,0.0,0.5,0.5
9050,Flight attendants,1.0,1.0,1.0,1.0
9110,"Ambulance drivers and attendants, except emergency medical technicians",0.0,0.0,1.0,1.0
9120,Bus drivers,0.0,0.0,1.0,1.0
9130,Driver/sales workers and truck drivers,0.0,0.3333333333333333,1.0,1.0
9140,Taxi drivers and chauffeurs,0.0,0.0,0.0,0.0
9150,"Motor vehicle operators, all other",0.0,0.0,0.0,0.0
9200,Locomotive engineers and operators,0.0,0.3333333333333333,1.0,1.0
9230,"Railroad brake, signal, and switch operators",0.0,1.0,1.0,1.0
9240,Railroad conductors and yardmasters,0.0,0.0,1.0,1.0
9260,"Subway, streetcar, and other rail transportation workers",0.0,0.5,0.5,0.5
9300,Sailors and marine oilers,0.0,1.0,1.0,1.0
9310,Ship and boat captains and operators,0.0,0.0,0.875,0.875
9330,Ship engineers,0.0,0.0,1.0,1.0
9340,Bridge and lock tenders,0.0,0.0,0.0,0.0
9350,Parking lot attendants,0.0,0.0,0.0,0.0
9360,Automotive and watercraft service attendants,0.0,1.0,1.0,1.0
9410,Transportation inspectors,0.0,0.25,0.5,0.5
9415,"Transportation attendants, except flight attendants",0.0,0.0,0.0,0.0
9420,Other transportation workers,0.0,0.0,0.5,0.5
9500,Conveyor operators and tenders,0.0,0.0,1.0,1.0
9510,Crane and tower operators,0.0,1.0,1.0,1.0
9520,"Dredge, excavating, and loading machine operators",0.0,0.3333333333333333,1.0,1.0
9560,Hoist and winch operators,1.0,1.0,1.0,1.0
9600,Industrial truck and tractor operators,0.0,1.0,1.0,1.0
9610,Cleaners of vehicles and equipment,0.0,1.0,1.0,1.0
9620,"Laborers and freight, stock, and material movers, hand",0.0,1.0,0.0,1.0
9630,Machine feeders and offbearers,0.0,1.0,1.0,1.0
9640,"Packers and packagers, hand",0.0,1.0,0.0,1.0
9650,Pumping station operators,0.0,0.0,1.0,1.0
9720,Refuse and recyclable material collectors,0.0,1.0,1.0,1.0
9730,Mine shuttle car operators,0.0,1.0,1.0,1.0
9740,"Tank car, truck, and ship loaders",0.0,1.0,1.0,1.0
9750,"Material moving workers, all other",0.0,0.0,0.0,0.0
